,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
0,386,dark,0.5541229779009936,0.45156433759800874,2189.5893489388254,0.20434804936433276,-1.065835157685248,1.7254984330897343,0.9999999999999998,,0.10989513499968251,0.10666828324497722,0.008322376057571832,4.914532000149992,,,,,,,,,,,,,-0.1083388505330938,0.26806000755879894,0.24071794018701814,0.3080116665250619,0.4709938031934928,0.3268983756566472,-0.035002,0.16187472113621548,0.920656249318074,0.872093532216361,0.4343451839493389,-0.09663152524412863,-0.01632657068121444,-0.044856135978897045,-0.11979422451047683,-0.003089187615580671
1,386,twilight,2.0966392360620985,1.254550973516138,2434.820451783129,1.580026250345963,149.1966016379734,1.7254984330897343,0.9999999999999998,,0.10989513499968251,0.10666828324497722,0.008322376057571832,4.914532000149992,-19.73441578685966,0.5339057410228494,0.0008439267965173541,-0.22053349843776,0.26602125888497397,,,,,,,,-0.1083388505330938,0.26806000755879894,0.24071794018701814,0.3080116665250619,0.4709938031934928,0.3268983756566472,-0.035002,0.16187472113621548,0.920656249318074,0.872093532216361,0.4343451839493389,-0.09663152524412863,-0.01632657068121444,-0.044856135978897045,-0.11979422451047683,-0.003089187615580671
2,386,moon,1.8587221356187222,1.1051310939702883,26463.450308668846,1.2217659422284786,-0.7911208039517752,1.7254984330897343,0.9999999999999998,,0.10989513499968251,0.10666828324497722,0.008322376057571832,4.914532000149992,-19.73441578685966,0.5339057410228494,0.0008439267965173541,-0.22053349843776,0.26602125888497397,0.07500525506082872,4.365044124384335,-341.70570060992327,466.7605436451619,0.010107098782096017,-2.1472836302981513,-0.9595167293735599,-0.1083388505330938,0.26806000755879894,0.24071794018701814,0.3080116665250619,0.4709938031934928,0.3268983756566472,-0.035002,0.16187472113621548,0.920656249318074,0.872093532216361,0.4343451839493389,-0.09663152524412863,-0.01632657068121444,-0.044856135978897045,-0.11979422451047683,-0.003089187615580671
3,508,dark,0.5543107378216318,0.3621723121057729,1408.4903988996161,0.13145034054126142,-0.9875905267539736,1.3148578308890895,0.9999999999999998,,0.29671253839452816,0.05078829697111085,0.011384052157181015,4.764896035978408,,,,,,,,,,,,,0.07704153763889673,0.17207256247234654,0.12074872258276644,0.12301044628058169,0.1733821575774637,0.0847185986936086,-0.035002,0.33982568550562725,0.6073400225635021,0.4459331185792548,0.21056113150576222,-0.06434632964030532,-0.08957575765088376,-0.17309799890605576,-0.2533706562960674,-0.1556989770083654
4,508,twilight,1.3875297093008117,0.8255869301218938,1054.4255869126218,0.6842476229153938,93.8725069475624,1.3148578308890895,0.9999999999999998,,0.29671253839452816,0.05078829697111085,0.011384052157181015,4.764896035978408,-11.05397264665567,0.30212516188469607,0.0006074114062300546,-0.15027900998731927,0.145334902066259,,,,,,,,0.07704153763889673,0.17207256247234654,0.12074872258276644,0.12301044628058169,0.1733821575774637,0.0847185986936086,-0.035002,0.33982568550562725,0.6073400225635021,0.4459331185792548,0.21056113150576222,-0.06434632964030532,-0.08957575765088376,-0.17309799890605576,-0.2533706562960674,-0.1556989770083654
5,508,moon,1.7447603106278216,0.9271271364247251,18625.051454694127,0.8598823386285377,-0.7539383736001635,1.3148578308890895,0.9999999999999998,,0.29671253839452816,0.05078829697111085,0.011384052157181015,4.764896035978408,-11.05397264665567,0.30212516188469607,0.0006074114062300546,-0.15027900998731927,0.145334902066259,0.047450451480533284,2.9806106728136075,-270.3363264460549,360.5165879716851,0.00758756872974763,-1.6273852626205754,-1.0018401238728805,0.07704153763889673,0.17207256247234654,0.12074872258276644,0.12301044628058169,0.1733821575774637,0.0847185986936086,-0.035002,0.33982568550562725,0.6073400225635021,0.4459331185792548,0.21056113150576222,-0.06434632964030532,-0.08957575765088376,-0.17309799890605576,-0.2533706562960674,-0.1556989770083654
6,580,dark,0.9685430166397345,0.6979241340395212,5229.972266151823,0.48814376200782367,-1.0336069468179532,2.4129165210056995,0.9999999999999998,,0.31501556861283486,-0.045666233374789464,0.013359967741800172,4.8526228811767425,,,,,,,,,,,,,-0.2369057552757544,-0.06009783318602341,-0.015411661503521745,-0.10471778827851666,-0.28039842747016747,-0.3271510993255133,-0.035002,0.09971540374840832,0.5096649306964073,1.1916285024754962,0.7494203446314687,-0.09548245109565925,-0.054679482421661235,-0.05839962099362841,0.02780249456784407,0.3065967031410468
7,580,twilight,1.2608863951405023,0.8486870496114691,1113.53697411793,0.7230759572194351,38.03128717254279,2.4129165210056995,0.9999999999999998,,0.31501556861283486,-0.045666233374789464,0.013359967741800172,4.8526228811767425,-4.203181718765647,0.11641921632057042,0.0004837770481388312,-0.12208697494265727,0.14184777400673018,,,,,,,,-0.2369057552757544,-0.06009783318602341,-0.015411661503521745,-0.10471778827851666,-0.28039842747016747,-0.3271510993255133,-0.035002,0.09971540374840832,0.5096649306964073,1.1916285024754962,0.7494203446314687,-0.09548245109565925,-0.054679482421661235,-0.05839962099362841,0.02780249456784407,0.3065967031410468
8,580,moon,1.640857392516164,1.0092215048284072,22067.43481739859,1.0189045533936,-0.8700204764772645,2.4129165210056995,0.9999999999999998,,0.31501556861283486,-0.045666233374789464,0.013359967741800172,4.8526228811767425,-4.203181718765647,0.11641921632057042,0.0004837770481388312,-0.12208697494265727,0.14184777400673018,0.02725484306968461,1.6606468543067832,-163.24722143279925,223.00784622316849,0.005091366689718342,-1.0984441797615894,-1.1383154751687636,-0.2369057552757544,-0.06009783318602341,-0.015411661503521745,-0.10471778827851666,-0.28039842747016747,-0.3271510993255133,-0.035002,0.09971540374840832,0.5096649306964073,1.1916285024754962,0.7494203446314687,-0.09548245109565925,-0.054679482421661235,-0.05839962099362841,0.02780249456784407,0.3065967031410468
9,569,dark,0.843778243049265,0.5586511703195887,3350.922463883556,0.31276110359189435,-0.8432998611769204,1.9490426825431761,0.9999999999999998,,0.3281323554983243,-0.022766849725989118,0.01219503661255287,4.821558395396685,,,,,,,,,,,,,-0.22825270785438345,-0.061041590395286234,-0.04988580642802541,-0.1027929066297575,-0.26812431828038025,-0.34234370387391827,-0.035002,0.13295819780224552,0.5496858575503524,1.118115522068832,0.6603231533232533,-0.09898283889025235,-0.09606105018425178,-0.11687777207500334,-0.04297665211321001,0.1868348857241232
10,569,twilight,1.1434595123563938,0.7233926115538251,809.0169666297732,0.5253356926167358,37.6635151615472,1.9490426825431761,0.9999999999999998,,0.3281323554983243,-0.022766849725989118,0.01219503661255287,4.821558395396685,-4.153941156783395,0.11468710314317172,0.0004473822809602142,-0.11337307394998097,0.13872400991701764,,,,,,,,-0.22825270785438345,-0.061041590395286234,-0.04988580642802541,-0.1027929066297575,-0.26812431828038025,-0.34234370387391827,-0.035002,0.13295819780224552,0.5496858575503524,1.118115522068832,0.6603231533232533,-0.09898283889025235,-0.09606105018425178,-0.11687777207500334,-0.04297665211321001,0.1868348857241232
11,569,moon,1.5595399904981642,0.9001873546930292,17556.770877151892,0.8106367567250851,-0.6944105169780113,1.9490426825431761,0.9999999999999998,,0.3281323554983243,-0.022766849725989118,0.01219503661255287,4.821558395396685,-4.153941156783395,0.11468710314317172,0.0004473822809602142,-0.11337307394998097,0.13872400991701764,0.029487140057794382,1.833346643845701,-175.31090945149356,237.44694985483144,0.005344203608420386,-1.1435838702000953,-1.0915031039626426,-0.22825270785438345,-0.061041590395286234,-0.04988580642802541,-0.1027929066297575,-0.26812431828038025,-0.34234370387391827,-0.035002,0.13295819780224552,0.5496858575503524,1.118115522068832,0.6603231533232533,-0.09898283889025235,-0.09606105018425178,-0.11687777207500334,-0.04297665211321001,0.1868348857241232
